transaction_id,date,time,branch_name,district,channel,transaction_type,card_type,account_type,amount_npr,response_code,response_message,transaction_status,customer_age,customer_gender,processing_time_ms
TXN0001455,2024-04-02,21:04:18,Itahari Branch,Sunsari,POS,Purchase,Debit Card,Savings,4006.46,61,Exceeds Withdrawal Limit,Failed,18,Male,289
TXN0001456,2024-04-03,01:01:21,Lalitpur Branch,Lalitpur,POS,Purchase,Debit Card,Savings,3169.44,00,Approved,Success,20,Female,542
TXN0001457,2024-04-03,02:39:10,New Baneshwor,Kathmandu,POS,Purchase,Debit Card,Savings,11469.08,00,Approved,Success,45,Male,326
TXN0001458,2024-04-03,04:30:59,Nepalgunj Branch,Banke,ATM,Balance Inquiry,Debit Card,Savings,0.0,61,Exceeds Withdrawal Limit,Failed,44,Male,1069
TXN0001459,2024-04-03,07:46:35,Pokhara Lakeside,Kaski,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,57,Female,1196
TXN0001460,2024-04-03,08:02:27,Itahari Branch,Sunsari,POS,Refund,Debit Card,Savings,5187.76,00,Approved,Success,44,Female,670
TXN0001461,2024-04-03,08:38:04,Birgunj Branch,Parsa,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,32,Female,921
TXN0001462,2024-04-03,08:45:18,Bhaktapur Branch,Bhaktapur,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,41,Female,728
TXN0001463,2024-04-03,08:57:03,Biratnagar Main,Morang,internet banking,Bill Payment,N/A,Savings,7904.14,96,System Malfunction,Timeout,42,Female,785
TXN0001464,2024-04-03,10:02:54,Dhangadhi Branch,Kailali,POS,Refund,Debit Card,Savings,7852.35,00,Approved,Success,18,Male,784
TXN0001465,2024-04-03,10:13:19,Kathmandu Main,Kathmandu,ATM,Cash Withdrawal,Debit Card,Savings,15000.0,00,Approved,Success,35,Female,952
TXN0001466,2024-04-03,10:54:47,Itahari Branch,Sunsari,Internet Banking,Fund Transfer,N/A,Current,78665.56,00,Approved,Success,53,Male,746
TXN0001467,2024-04-03,11:50:18,Kathmandu Main,Kathmandu,POS,Refund,Prepaid Card,Savings,205.22,00,Approved,Success,18,Male,606
TXN0001468,2024-04-03,13:19:25,Kathmandu Main,Kathmandu,Mobile Banking,Bill Payment,N/A,Savings,352.4,00,Approved,Success,46,Female,394
TXN0001469,2024-04-03,14:42:05,Dharan Branch,Sunsari,Mobile Banking,Bill Payment,N/A,Savings,5549.08,00,Approved,Success,32,Female,778
TXN0001470,2024-04-03,16:05:22,Janakpur Branch,Dhanusha,Branch Counter,Cash Withdrawal,N/A,Fixed Deposit,3000.0,00,Approved,Success,18,Female,977
TXN0001471,2024-04-03,17:17:10,Hetauda Branch,Makwanpur,POS,Refund,Debit Card,Savings,5741.72,00,Approved,Success,44,Male,592
TXN0001472,2024-04-03,19:13:11,Butwal Branch,Rupandehi,POS,Purchase,Debit Card,Savings,13217.25,00,Approved,Success,28,Female,426
TXN0001473,2024-04-03,19:42:54,Birgunj Branch,Parsa,POS,Refund,Credit Card,Savings,6648.29,00,Approved,Success,,Female,438
TXN0001474,2024-04-03,20:54:14,Bharatpur Branch,Chitwan,Mobile Banking,Bill Payment,N/A,Savings,3568.55,00,Approved,Success,39,Male,735
TXN0001475,2024-04-04,07:26:11,Biratnagar Main,Morang,ATM,PIN Change,Prepaid Card,Savings,0.0,00,Approved,Success,29,Female,1054
TXN0001476,2024-04-04,08:35:38,New Baneshwor,Kathmandu,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,54,Female,460
TXN0001477,2024-04-04,08:49:17,Janakpur Branch,Dhanusha,Internet Banking,Fund Transfer,N/A,Savings,47493.99,51,Insufficient Funds,Timeout,54,Female,1118
TXN0001478,2024-04-04,09:00:05,Hetauda Branch,Makwanpur,Internet Banking,Bill Payment,N/A,Current,4500.18,00,Approved,Success,31,Female,831
TXN0001479,2024-04-04,09:48:39,Bharatpur Branch,Chitwan,POS,Purchase,Debit Card,Savings,5306.1,00,Approved,Success,29,Female,408
TXN0001480,2024-04-04,11:06:03,Dharan Branch,Sunsari,ATM,PIN Change,Debit Card,Current,0.0,00,Approved,Success,33,Female,963
TXN0001481,2024-04-04,11:36:14,Itahari Branch,Sunsari,Internet Banking,Fund Transfer,N/A,Savings,47016.43,00,Approved,Success,,Male,772
TXN0001482,2024-04-04,12:21:29,Janakpur Branch,Dhanusha,Internet Banking,Bill Payment,N/A,Savings,1130.39,00,Approved,Success,45,Male,682
TXN0001483,2024-04-04,12:40:10,Dharan Branch,Sunsari,Branch Counter,Fund Transfer,N/A,Savings,54841.81,00,Approved,Success,46,Female,367
TXN0001484,2024-04-04,13:24:24,Dhangadhi Branch,Kailali,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,33,Male,698
TXN0001485,2024-04-04,14:17:06,Bhaktapur Branch,Bhaktapur,Mobile Banking,Fund Transfer,N/A,Savings,65609.38,55,Incorrect PIN,Failed,25,Male,968
TXN0001486,2024-04-04,15:57:24,Dharan Branch,Sunsari,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,45,Female,1183
TXN0001487,2024-04-04,16:19:25,Biratnagar Main,Morang,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,26,Female,1072
TXN0001488,2024-04-04,16:54:44,Nepalgunj Branch,Banke,ATM,Balance Inquiry,Debit Card,Savings,0.0,61,Exceeds Withdrawal Limit,Reversed,36,Male,1477
TXN0001489,2024-04-04,17:07:49,New Baneshwor,Kathmandu,ATM,Mini Statement,Debit Card,Current,0.0,00,Approved,Success,33,Female,1072
TXN0001490,2024-04-04,18:30:20,Nepalgunj Branch,Banke,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,58,Female,737
TXN0001491,2024-04-04,23:53:53,New Baneshwor,Kathmandu,ATM,Cash Withdrawal,Debit Card,Savings,3000.0,00,Approved,Success,34,Female,1091
TXN0001492,2024-04-05,00:06:37,Bharatpur Branch,Chitwan,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,31,Female,1114
TXN0001493,2024-04-05,01:41:30,Dhangadhi Branch,Kailali,ATM,Cash Withdrawal,Debit Card,Savings,20000.0,00,Approved,Success,33,Male,1190
TXN0001494,2024-04-05,03:47:14,Bharatpur Branch,Chitwan,ATM,Cash Withdrawal,Debit Card,Savings,10000.0,00,Approved,Success,31,,865
TXN0001495,2024-04-05,05:09:13,Dharan Branch,Sunsari,Mobile Banking,Fund Transfer,N/A,Savings,90150.12,51,Insufficient Funds,Reversed,37,Male,773
TXN0001496,2024-04-05,06:41:55,Itahari Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Savings,-20000.0,00,Approved,Success,49,Female,492
TXN0001497,2024-04-05,07:31:07,New Baneshwor,Kathmandu,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,38,Male,965
TXN0001498,2024-04-05,08:42:16,Nepalgunj Branch,Banke,POS,Purchase,Debit Card,Savings,7983.54,00,Approved,Success,18,Male,893
TXN0001499,2024-04-05,08:54:06,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Debit Card,Savings,8000.0,00,Approved,Success,31,Male,1508
TXN0001499,2024-04-05,08:54:06,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Debit Card,Savings,8000.0,00,Approved,Success,31,Male,1508
TXN0001500,2024-04-05,09:11:47,Butwal Branch,Rupandehi,POS,Refund,Debit Card,Savings,4339.15,00,Approved,Success,33,Female,898
TXN0001501,2024-04-05,09:23:02,Hetauda Branch,Makwanpur,mobile banking,Mobile Top-up,N/A,Current,200.0,00,Approved,Success,22,Female,267
TXN0001502,2024-04-05,09:29:19,Itahari Branch,Sunsari,POS,Purchase,Debit Card,Savings,8035.01,00,Approved,Success,19,Female,324
TXN0001503,2024-04-05,09:30:15,New Baneshwor,Kathmandu,POS,Purchase,Debit Card,Savings,7957.46,00,Approved,Success,49,Female,516
TXN0001504,2024-04-05,09:36:29,Birgunj Branch,Parsa,Mobile Banking,Fund Transfer,N/A,Savings,81091.94,00,Approved,Success,31,Male,726
TXN0001505,2024-04-05,09:36:50,Birgunj Branch,Parsa,ATM,Cash Withdrawal,Debit Card,Savings,3000.0,00,Approved,Success,34,Female,1253
TXN0001506,2024-04-05,10:01:11,Janakpur Branch,Dhanusha,Mobile Banking,Fund Transfer,N/A,Savings,98025.96,00,Approved,Success,41,Male,631
TXN0001507,2024-04-05,10:41:35,Dharan Branch,Sunsari,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,39,Male,404
TXN0001508,2024-04-05,11:18:44,Birgunj Branch,Parsa,ATM,Cash Withdrawal,Debit Card,Savings,500.0,00,Approved,Success,20,Female,1471
TXN0001509,2024-04-05,12:52:22,Pokhara Lakeside,Kaski,Internet Banking,Bill Payment,N/A,Savings,10081.67,00,Approved,Success,20,Male,787
TXN0001510,2024-04-05,13:29:14,Bharatpur Branch,Chitwan,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,29,Female,914
TXN0001511,2024-04-05,13:36:56,Janakpur Branch,Dhanusha,Mobile Banking,QR Payment,N/A,Savings,4765.9,00,Approved,Success,30,Male,535
TXN0001512,2024-04-05,13:43:06,Janakpur Branch,Dhanusha,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,47,Male,808
TXN0001513,2024-04-05,14:07:59,Pokhara Lakeside,Kaski,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,18,Male,487
TXN0001514,2024-04-05,14:16:38,Pokhara Lakeside,Kaski,Mobile Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,22,Male,159
TXN0001515,2024-04-05,14:17:57,Dhangadhi Branch,Kailali,POS,Refund,Prepaid Card,Savings,5795.75,00,Approved,Success,18,Female,695
TXN0001516,2024-04-05,14:18:01,Bhaktapur Branch,Bhaktapur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,43,Female,1112
TXN0001517,2024-04-05,14:58:07,Kathmandu Main,Kathmandu,ATM,PIN Change,Credit Card,Savings,0.0,00,Approved,Success,25,Female,891
TXN0001518,2024-04-05,15:45:27,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Debit Card,Current,8000.0,00,Approved,Success,34,Male,966
TXN0001519,2024-04-05,15:58:48,Hetauda Branch,Makwanpur,Mobile Banking,Mobile Top-up,N/A,Fixed Deposit,200.0,00,Approved,Success,42,Female,221
TXN0001519,2024-04-05,15:58:48,Hetauda Branch,Makwanpur,Mobile Banking,Mobile Top-up,N/A,Fixed Deposit,200.0,00,Approved,Success,42,Female,221
TXN0001520,2024-04-05,16:17:07,Hetauda Branch,Makwanpur,POS,Purchase,Credit Card,Savings,8419.15,00,Approved,Success,35,Male,297
TXN0001521,2024-04-05,16:54:08,Birgunj Branch,Parsa,ATM,Cash Withdrawal,Debit Card,Current,2500.0,00,Approved,Success,48,Female,1445
TXN0001522,2024-04-05,17:05:06,Dhangadhi Branch,Kailali,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,37,Male,488
TXN0001523,2024-04-05,19:09:10,Birgunj Branch,Parsa,POS,Refund,Debit Card,Savings,3797.94,00,Approved,Success,46,Male,161
TXN0001524,2024-04-05,19:28:22,Pokhara Lakeside,Kaski,ATM,Mini Statement,Debit Card,Savings,0.0,96,System Malfunction,Timeout,19,Male,1173
TXN0001525,2024-04-05,20:32:46,Biratnagar Main,Morang,POS,Refund,Debit Card,Savings,3826.32,61,Exceeds Withdrawal Limit,Reversed,31,Female,80
TXN0001526,2024-04-05,20:41:45,Bharatpur Branch,Chitwan,ATM,Mini Statement,Prepaid Card,Savings,0.0,00,Approved,Success,21,Male,1504
TXN0001527,2024-04-05,20:46:40,Lalitpur Branch,Lalitpur,POS,Purchase,Debit Card,Savings,7062.7,55,Incorrect PIN,Timeout,43,Female,143
TXN0001528,2024-04-06,02:08:51,Hetauda Branch,Makwanpur,POS,Purchase,Credit Card,Savings,5828.18,00,Approved,Success,64,Male,652
TXN0001529,2024-04-06,02:19:33,New Baneshwor,Kathmandu,Internet Banking,Balance Inquiry,N/A,Savings,0.0,00,Approved,Success,41,Female,762
TXN0001530,2024-04-06,07:10:45,Kathmandu Main,Kathmandu,POS,Refund,Debit Card,Current,3124.76,00,Approved,Success,31,Female,212
TXN0001531,2024-04-06,08:32:22,Itahari Branch,Sunsari,Mobile Banking,Fund Transfer,N/A,Savings,70514.76,00,Approved,Success,25,Female,935
TXN0001532,2024-04-06,10:13:34,Bhaktapur Branch,Bhaktapur,Mobile Banking,QR Payment,N/A,Savings,764.56,00,Approved,Success,43,Female,542
TXN0001533,2024-04-06,10:56:34,Nepalgunj Branch,Banke,Internet Banking,Bill Payment,N/A,Savings,400.05,00,Approved,Success,39,Female,646
TXN0001534,2024-04-06,11:48:32,Pokhara Lakeside,Kaski,POS,Refund,Debit Card,Savings,276.36,51,Insufficient Funds,Reversed,21,Female,299
TXN0001535,2024-04-06,12:27:30,Butwal Branch,Rupandehi,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,33,Male,806
TXN0001536,2024-04-06,13:55:59,Pokhara Lakeside,Kaski,POS,Purchase,Debit Card,Current,14371.66,00,Approved,Success,25,Female,804
TXN0001537,2024-04-06,14:34:39,Birgunj Branch,Parsa,Mobile Banking,Mobile Top-up,N/A,Savings,1000.0,00,Approved,Success,41,Female,872
TXN0001538,2024-04-06,15:10:50,Hetauda Branch,Makwanpur,ATM,Cash Withdrawal,Debit Card,Current,15000.0,00,Approved,Success,42,Male,747
TXN0001539,2024-04-06,15:34:27,Kathmandu Main,Kathmandu,Mobile Banking,Bill Payment,N/A,Savings,9780.53,91,Issuer Unavailable,Timeout,27,Male,383
TXN0001540,2024-04-06,15:42:50,Lalitpur Branch,Lalitpur,POS,Purchase,Debit Card,Savings,6394.99,00,Approved,Success,,Male,344
TXN0001541,2024-04-06,16:07:38,Hetauda Branch,Makwanpur,Mobile Banking,QR Payment,N/A,Savings,2349.45,00,Approved,Success,40,Female,527
TXN0001542,2024-04-06,16:19:22,Lalitpur Branch,Lalitpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,35,Female,1314
TXN0001543,2024-04-06,17:19:42,Dhangadhi Branch,Kailali,Mobile Banking,Mobile Top-up,N/A,Current,50.0,00,Approved,Success,29,Female,369
TXN0001544,2024-04-06,19:58:02,Itahari Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Savings,15000.0,00,Approved,Success,34,Female,1629
TXN0001545,2024-04-06,21:46:45,Lalitpur Branch,Lalitpur,Mobile Banking,Bill Payment,N/A,Savings,6068.45,51,Insufficient Funds,Reversed,43,Female,928
TXN0001546,2024-04-06,21:55:55,Janakpur Branch,Dhanusha,POS,Purchase,Debit Card,Savings,9481.69,00,Approved,Success,18,Female,524
TXN0001547,2024-04-07,07:03:08,Itahari Branch,Sunsari,ATM,Balance Inquiry,Debit Card,Current,0.0,00,Approved,Success,47,Male,275
TXN0001548,2024-04-07,07:25:50,Bhaktapur Branch,Bhaktapur,Internet Banking,Bill Payment,N/A,Savings,3371.35,00,Approved,Success,18,Female,1147
TXN0001549,2024-04-07,07:49:29,Biratnagar Main,Morang,ATM,Cash Withdrawal,Debit Card,Current,2000.0,00,Approved,Success,40,Male,1435
TXN0001550,2024-04-07,09:05:45,Itahari Branch,Sunsari,Mobile Banking,QR Payment,N/A,Savings,1516.21,00,Approved,Success,42,Male,912
TXN0001551,2024-04-07,09:11:25,Itahari Branch,Sunsari,ATM,Cash Withdrawal,Credit Card,Savings,5000.0,00,Approved,Success,36,Female,931
TXN0001552,2024-04-07,09:38:08,Bhaktapur Branch,Bhaktapur,Mobile Banking,Mobile Top-up,N/A,Current,200.0,00,Approved,Success,32,Female,903
TXN0001553,2024-04-07,11:35:19,Nepalgunj Branch,Banke,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,29,Female,376
TXN0001554,2024-04-07,12:06:38,Bharatpur Branch,Chitwan,Internet Banking,Statement Download,N/A,Current,0.0,91,Issuer Unavailable,Failed,44,Male,602
TXN0001555,2024-04-07,13:07:37,Nepalgunj Branch,Banke,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,43,Female,1060
TXN0001556,2024-04-07,13:09:02,New Baneshwor,Kathmandu,ATM,PIN Change,Prepaid Card,Current,0.0,00,Approved,Success,30,Male,1630
TXN0001557,2024-04-07,13:10:40,Kathmandu Main,Kathmandu,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,51,Male,1135
TXN0001558,2024-04-07,13:30:51,Itahari Branch,Sunsari,Internet Banking,Bill Payment,N/A,Savings,7543.57,00,Approved,Success,32,Male,1071
TXN0001559,2024-04-07,13:45:59,Hetauda Branch,Makwanpur,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,26,Female,1696
TXN0001560,2024-04-07,13:49:18,Itahari Branch,Sunsari,Branch Counter,Cash Deposit,N/A,Fixed Deposit,96044.71,00,Approved,Success,28,Male,496
TXN0001561,2024-04-07,15:25:22,Biratnagar Main,Morang,Branch Counter,Cash Withdrawal,N/A,Current,1000.0,00,Approved,Success,53,Female,926
TXN0001562,2024-04-07,15:55:12,Dhangadhi Branch,Kailali,ATM,PIN Change,Credit Card,Savings,0.0,00,Approved,Success,35,,1626
TXN0001563,2024-04-07,17:17:56,Butwal Branch,Rupandehi,Mobile Banking,Bill Payment,N/A,Savings,8559.19,00,Approved,Success,41,Male,768
TXN0001564,2024-04-07,17:36:21,Pokhara Lakeside,Kaski,Mobile Banking,Mobile Top-up,N/A,Savings,50.0,00,Approved,Success,40,Female,499
TXN0001565,2024-04-07,20:42:25,Biratnagar Main,Morang,ATM,Cash Withdrawal,Debit Card,Savings,20000.0,00,Approved,Success,34,Female,2182
TXN0001566,2024-04-08,02:27:04,Janakpur Branch,Dhanusha,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,25,Female,1196
TXN0001567,2024-04-08,08:41:45,Itahari Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Savings,2500.0,00,Approved,Success,24,Male,1679
TXN0001568,2024-04-08,10:14:05,Kathmandu Main,Kathmandu,Mobile Banking,QR Payment,N/A,Savings,3816.76,00,Approved,Success,18,Male,1001
TXN0001569,2024-04-08,10:21:33,Lalitpur Branch,Lalitpur,Branch Counter,Cash Withdrawal,N/A,Current,8000.0,00,Approved,Success,34,Female,533
TXN0001570,2024-04-08,11:03:07,Pokhara Lakeside,Kaski,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,41,Female,1518
TXN0001571,2024-04-08,11:20:27,New Baneshwor,Kathmandu,ATM,Cash Withdrawal,Debit Card,Savings,2000.0,00,Approved,Success,41,Male,1899
TXN0001572,2024-04-08,12:22:34,Birgunj Branch,Parsa,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,47,Female,680
TXN0001573,2024-04-08,12:40:38,Itahari Branch,Sunsari,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,28,Male,769
TXN0001574,2024-04-08,15:32:20,Kathmandu Main,Kathmandu,ATM,Cash Withdrawal,Debit Card,Savings,10000.0,00,Approved,Success,29,Male,1085
TXN0001575,2024-04-08,17:18:08,Lalitpur Branch,Lalitpur,Mobile Banking,Mobile Top-up,N/A,Fixed Deposit,50.0,00,Approved,Success,29,Male,1060
TXN0001576,2024-04-08,17:45:50,Kathmandu Main,Kathmandu,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,49,Female,1380
TXN0001577,2024-04-08,18:04:20,Dharan Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Savings,2000.0,00,Approved,Success,43,Male,947
TXN0001578,2024-04-08,20:17:57,Itahari Branch,Sunsari,Mobile Banking,Mobile Top-up,N/A,Current,100.0,00,Approved,Success,41,Male,711
TXN0001579,2024-04-08,20:59:34,Bharatpur Branch,Chitwan,Branch Counter,Account Opening,N/A,Savings,0.0,00,Approved,Success,28,Female,446
TXN0001580,2024-04-08,21:09:34,Lalitpur Branch,Lalitpur,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,42,Male,1116
TXN0001581,2024-04-09,08:23:27,Janakpur Branch,Dhanusha,POS,Purchase,Debit Card,Savings,6514.9,00,Approved,Success,29,Female,502
TXN0001582,2024-04-09,10:43:05,Bharatpur Branch,Chitwan,Mobile Banking,QR Payment,N/A,Savings,2381.49,00,Approved,Success,38,Female,634
TXN0001583,2024-04-09,10:46:12,Birgunj Branch,Parsa,Branch Counter,Fund Transfer,N/A,Savings,51870.38,00,Approved,Success,50,Male,347
TXN0001584,2024-04-09,11:46:38,Nepalgunj Branch,Banke,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,19,Male,703
TXN0001585,2024-04-09,11:51:40,Bhaktapur Branch,Bhaktapur,ATM,Cash Withdrawal,Debit Card,Savings,2000.0,00,Approved,Success,47,Female,1197
TXN0001586,2024-04-09,12:23:36,Birgunj Branch,Parsa,Internet Banking,Statement Download,N/A,Savings,0.0,00,Approved,Success,24,Female,755
TXN0001587,2024-04-09,12:30:56,  Bhaktapur Branch  ,Bhaktapur,Internet Banking,Balance Inquiry,N/A,Savings,0.0,96,System Malfunction,Failed,30,Male,269
TXN0001588,2024-04-09,12:51:23,Dhangadhi Branch,Kailali,POS,Refund,Debit Card,Savings,9830.0,55,Incorrect PIN,Failed,35,Male,80
TXN0001589,2024-04-09,13:42:25,Birgunj Branch,Parsa,Mobile Banking,Fund Transfer,N/A,Current,84898.89,00,Approved,Success,28,Female,80
TXN0001590,2024-04-09,13:51:52,Nepalgunj Branch,Banke,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,39,Male,693
TXN0001591,2024-04-09,14:41:52,Bharatpur Branch,Chitwan,Mobile Banking,Fund Transfer,N/A,Savings,11479.83,00,Approved,Success,47,Male,595
TXN0001592,2024-04-09,14:51:31,Birgunj Branch,Parsa,Mobile Banking,Mobile Top-up,N/A,Savings,50.0,00,Approved,Success,36,Female,358
TXN0001593,2024-04-09,16:27:47,Itahari Branch,Sunsari,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,58,Female,478
TXN0001594,2024-04-09,17:50:05,Itahari Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Savings,15000.0,00,Approved,Success,18,Male,1351
TXN0001595,2024-04-09,18:03:14,Birgunj Branch,Parsa,Mobile Banking,Mobile Top-up,N/A,Current,100.0,00,Approved,Success,26,Female,1019
TXN0001596,2024-04-09,18:10:32,  Lalitpur Branch  ,Lalitpur,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,39,Female,1773
TXN0001597,2024-04-09,19:55:47,Kathmandu Main,Kathmandu,POS,Purchase,Credit Card,Savings,12790.82,51,Insufficient Funds,Failed,42,Male,588
TXN0001598,2024-04-09,22:20:00,Bhaktapur Branch,Bhaktapur,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,31,Female,1250
TXN0001599,2024-04-09,22:31:44,Lalitpur Branch,Lalitpur,mobile banking,Balance Inquiry,N/A,Current,0.0,00,Approved,Success,52,Male,826
TXN0001600,2024-04-10,02:28:33,Bhaktapur Branch,Bhaktapur,Internet Banking,Fund Transfer,N/A,Fixed Deposit,76398.58,00,Approved,Success,44,Male,771
TXN0001601,2024-04-10,02:41:27,Itahari Branch,Sunsari,Internet Banking,Fund Transfer,N/A,Current,20831.29,00,Approved,Success,44,Male,628
TXN0001602,2024-04-10,08:38:19,Janakpur Branch,Dhanusha,ATM,Cash Withdrawal,Debit Card,Savings,15000.0,00,Approved,Success,30,Female,1062
TXN0001603,2024-04-10,09:12:51,Nepalgunj Branch,Banke,Mobile Banking,QR Payment,N/A,Savings,341.17,00,Approved,Success,18,Female,910
TXN0001604,2024-04-10,09:36:01,Janakpur Branch,Dhanusha,Mobile Banking,QR Payment,N/A,Savings,1393.69,55,Incorrect PIN,Reversed,25,Female,718
TXN0001605,2024-04-10,10:24:44,New Baneshwor,Kathmandu,Branch Counter,Cash Deposit,N/A,Current,194948.77,00,Approved,Success,52,Female,925
TXN0001606,2024-04-10,11:21:39,Pokhara Lakeside,Kaski,ATM,Cash Withdrawal,Prepaid Card,Current,500.0,00,Approved,Success,33,Female,1090
TXN0001607,2024-04-10,12:36:49,Kathmandu Main,Kathmandu,ATM,Mini Statement,Debit Card,Current,0.0,00,Approved,Success,32,Male,1308
TXN0001608,2024-04-10,15:43:00,Janakpur Branch,Dhanusha,POS,Refund,Debit Card,Savings,9079.16,00,Approved,Success,26,Female,493
TXN0001609,2024-04-10,16:31:03,Kathmandu Main,Kathmandu,Internet Banking,Statement Download,N/A,Savings,0.0,51,Insufficient Funds,Failed,28,Female,140
TXN0001610,2024-04-10,16:34:54,Nepalgunj Branch,Banke,POS,Refund,Debit Card,Current,8759.77,00,Approved,Success,26,Male,94
TXN0001611,2024-04-10,16:51:59,Biratnagar Main,Morang,Internet Banking,Bill Payment,N/A,Savings,5527.32,00,Approved,Success,18,Male,381
TXN0001612,2024-04-10,17:49:01,Hetauda Branch,Makwanpur,pos,Refund,Debit Card,Savings,3103.29,00,Approved,Success,36,Female,872
TXN0001613,2024-04-10,19:08:49,Itahari Branch,Sunsari,ATM,Balance Inquiry,Debit Card,Savings,0.0,00,Approved,Success,22,Male,1713
TXN0001614,2024-04-10,19:11:00,Itahari Branch,Sunsari,Mobile Banking,Mobile Top-up,N/A,Savings,1000.0,00,Approved,Success,53,Male,881
TXN0001615,2024-04-10,20:50:29,Bhaktapur Branch,Bhaktapur,POS,Refund,Debit Card,Current,5229.5,00,Approved,Success,27,Male,158
TXN0001616,2024-04-11,05:28:32,Nepalgunj Branch,Banke,Mobile Banking,QR Payment,N/A,Savings,1101.47,05,Do Not Honor,Reversed,35,Male,346
TXN0001617,2024-04-11,08:55:58,Biratnagar Main,Morang,ATM,PIN Change,Debit Card,Savings,0.0,00,Approved,Success,23,Male,1307
TXN0001618,2024-04-11,09:44:19,Pokhara Lakeside,Kaski,POS,Refund,Debit Card,Savings,8401.76,00,Approved,Success,28,Male,790
TXN0001619,2024-04-11,10:58:22,Nepalgunj Branch,Banke,POS,Refund,Debit Card,Savings,8542.33,00,Approved,Success,24,Male,352
TXN0001620,2024-04-11,12:08:34,Biratnagar Main,Morang,Mobile Banking,Mobile Top-up,N/A,Savings,200.0,00,Approved,Success,31,Male,557
TXN0001621,2024-04-11,12:54:10,Lalitpur Branch,Lalitpur,ATM,PIN Change,Debit Card,Current,0.0,00,Approved,Success,36,Female,1657
TXN0001622,2024-04-11,13:14:08,Hetauda Branch,Makwanpur,ATM,Cash Withdrawal,Debit Card,Savings,20000.0,00,Approved,Success,48,Male,1119
TXN0001623,2024-04-11,13:33:09,Nepalgunj Branch,Banke,Branch Counter,Fund Transfer,N/A,Current,90514.05,00,Approved,Success,18,Female,630
TXN0001624,2024-04-11,14:08:52,Birgunj Branch,Parsa,ATM,Balance Inquiry,Debit Card,Current,0.0,00,Approved,Success,51,Male,637
TXN0001625,2024-04-11,14:23:09,Dhangadhi Branch,Kailali,ATM,Mini Statement,Debit Card,Savings,0.0,00,Approved,Success,30,Male,687
TXN0001626,2024-04-11,15:15:52,Birgunj Branch,Parsa,Mobile Banking,Fund Transfer,N/A,Current,35764.37,55,Incorrect PIN,Failed,48,Male,383
TXN0001627,2024-04-11,16:47:00,Butwal Branch,Rupandehi,ATM,Balance Inquiry,Debit Card,Fixed Deposit,0.0,00,Approved,Success,46,Female,1705
TXN0001628,2024-04-11,16:51:58,Dharan Branch,Sunsari,ATM,Cash Withdrawal,Debit Card,Current,15000.0,00,Approved,Success,45,Male,1119
